user_answer,right_answer,score,Similarly
A man is looking at a computer monitor.,A man is using a laptop.,0.55,55.933594
The boy is riding a tricycle.,A woman is riding a water scooter.,0.25,14.239287
Two men compete in a tire rolling race.,Two people flipped tractor tires in a race.,0.55,65.15649
A person is cutting a meat.,A person riding a mechanical bull,0.0,21.839094
A man is playing a violin.,A woman is using a sewing machine.,0.0,17.384922
The baby crawled through the doorway.,A baby is crawling across the floor.,0.48,68.95768
A man is playing keyboard.,A person is playing a piano.,0.44,57.66645
A man is smelling two pizzas.,A woman is feeding a man.,0.04,17.201115
A monkey pulls the tail of a dog.,A monkey is teasing a dog at the zoo.,0.56,69.88294
A dog lies on his back on a wooden floor.,A dog is laying on the floor.,0.8,79.48441
A woman is frying something in the pan.,A man is playing his guitar.,0.0,6.047589
A man puts seasoning in a bowl of water.,The man added seasoning to water in a bowl.,1.0,93.054535
An elderly woman is pouring oil into a frying pan.,A tied man is putting into water.,0.0,9.857633
A woman is chopping an onion.,A woman is slicing partially into half of an onion.,0.64,79.186
The woman picked up the kangaroo.,A woman is carrying a kangaroo.,0.7,79.75447
A dog biting on a can.,A dog opens a can of food.,0.35,67.06771
A woman is deboning a fish.,A man catches a fish.,0.25,44.329113
A man is mowing grass.,A man is busting concrete.,0.17,19.96543
A cat is watching a TV.,A man is slicing a leave.,0.0,-2.175972
The boy is stuck in the door of the doghouse.,A child is stuck in a dog house.,0.75,72.370026
People flip into a swimming pool.,Men are falling into a pool.,0.55,59.46635
A woman swims underwater.,A woman is swimming.,0.76,87.35759
A man is playing a guitar.,A woman is dancing.,0.04,7.763488
An airplane is flying in the air.,A South African Airways plane is flying in a blue sky.,0.68,69.491646
A bear is running from two dogs.,A bear is fighting wolves.,0.28,62.42588
A woman is resting in a floating raft.,A woman relaxes in an inner tube.,0.76,42.86855
A man is dieing in an operating room.,A man is kissing a woman in stage.,0.08,10.905155
A man is holding a leaf.,A woman is watching television.,0.0,-13.206381
A person is riding a horse.,A woman is slicing potatoes.,0.0,-3.422541
A woman is slicing octopus.,A man is playing the guitar.,0.0,1.8638432
A man is breaking water jugs.,A woman is peeling garlic.,0.04,2.9401875
A man is playing a guitar.,A woman is cutting vegetable.,0.0,6.5107784
A girl is eating a cupcake.,A man is slicing a cucumber.,0.0,11.998277
The little girl played on the grass with a dog and a ball.,A baby plays with a dog and ball.,0.76,59.21933
People ride and paddle a raft.,Four people are floating on a raft.,0.45,73.555855
The lady cut up a potatoe.,A man is cutting a potato.,0.48,65.65566
The missile exploded.,A rocket exploded.,0.64,81.09029
A dog is playing in the snow.,A dog is pawing at a fly in the carpet before it.,0.32,39.982372
A woman is dancing with other women.,A woman is shredding chicken.,0.08,21.619804
A boy is pushing a van.,A person is slicing a tomato.,0.0,12.961123
A boy is making some dance steps.,A boy is pouring something from a pitcher.,0.08,28.838238
A woman is opening a soda and drinking it.,A woman is riding on an elephant.,0.12,21.19002
A man is assembling speaker parts.,A man is playing the guitar.,0.2,29.90293
The dog walked along the edge of the pool.,A dog is walking along a pool.,0.92,87.77383
Butter is being put into a bowl.,A man cutting butter into a mixing bowl.,0.85,73.349106
Raccoons are eating.,A man is eating.,0.3,29.876072
Someone fell off a horse.,A man gets knocked off of a horse.,0.7,72.58583
A woman peels an apple.,A man pops wheelies on a motorcycle.,0.0,5.0209613
A man is taking some math classes.,A man is rinsing a steak.,0.0,18.72544
Animals are playing in water.,Two men are playing ping pong.,0.0,16.014053
A man is riding a horse and jumping over obstacles.,A man is kicking a soccer ball.,0.07,24.827751
A person is doing pencil tricks with his hand.,A person is slicing carrots in half.,0.07,28.142256
The person lit the cameras on fire.,A person is blow torching cameras.,0.67,66.88017
The man is slicing the tape from the box.,A man is cutting open a box.,0.87,69.36434
A man is fishing in the river.,A man is singing while walking down the sidewalk.,0.16,15.24109
A man is riding a bike.,A woman is dancing in the street.,0.04,0.49231207
A man is doing push-ups.,A woman is cutting some octopus.,0.0,2.5118668
A man is playing guitar.,A woman is slicing up some pork.,0.0,3.3154347
The little boy is singing and playing the guitar.,A baby is playing a guitar.,0.56,58.942127
A woman is powdering her face.,The woman is tapping her fingers on the table.,0.16,25.00076
A woman is peeling a potato.,A lion is walking around.,0.0,-4.755377
A woman is firing a rifle.,A man is performing stunts.,0.05,-2.3339584
A woman puts a garland over a man's shoulders.,A man pours water over a pilots head.,0.1,10.328618
An old woman is shaking hand with a man.,A man and a woman shake hands.,0.75,80.35512
The woman is waterskiing.,A woman is wake boarding on a lake.,0.35,44.474537
Trees are bending in storm.,Trees are hit by very hard winds.,0.53,73.22999
A man and woman is riding in a car.,A woman is frying shrimp.,0.08,0.72251076
A man is moving a tree limb.,The woman is playing the violin.,0.0,0.59587586
A man plays a piano.,A woman is playing the violin.,0.2,25.917253
A person pours oil on a skillet.,A person is dicing an onion.,0.16,47.402596
The animal is eating.,A woman is dancing.,0.0,5.7036877
The woman is walking her dog.,A woman walks her dog down the street.,0.8,81.01766
A group of people sing.,Some people are singing.,1.0,90.66308
The cat is drinking milk.,A cat is licking from a saucer of milk.,0.88,67.03356
A girl is making eyelid.,A woman is applying eyeshadow.,0.4,48.820618
Two men are fighting.,Two men are fighting using a form of martial arts.,0.56,84.230576
The military officer barked at the recruits.,An officer is talking to recruits.,0.5,69.43259
The man is putting chicken into the container.,A man is putting foods in a box.,0.5,58.8498
A man is tying on a stenographers machine.,the man used a stenograph.,0.45,59.931934
A woman is adding pasta to a pot of water.,A woman is making noodles.,0.72,64.744644
A woman is lying on a blanket on a rock and reading a book.,A woman seated is singing a song and playing the guitar too.,0.24,27.86507
Two puppies are playing with each other.,Some men are playing soccer.,0.04,8.020188
A man is running on a field.,A man climbs up a rope.,0.2,28.99562
A man is hugging someone.,A man is taking a picture.,0.08,25.126148
Someone is pouring ingrediants into a pot.,A man puts vegetables into a pot.,0.56,65.624275
A couple are walking.,Some men are sawing.,0.0,13.666795
A person is playing a guitar.,The man played his guitar.,0.6,78.186676
A person is adding food in a pan.,A woman puts rice into a pan.,0.6,63.484047
A group of penguins is walking.,A large amount of penguins are heading to the ocean.,0.56,69.44336
A man is playing a guitar.,Someone is handling a bun.,0.0,11.140205
A dog is jumping on a trampoline.,A boy is playing a guitar.,0.0,6.651622
A man is shaking a container over a kitchen sink.,A man is emptying a plastic container.,0.44,52.856384
A man is walking with a horse.,A man is leading a horse around by it's halter.,0.75,67.90015
Paper is being cut with scissors.,A piece of paper is being cut.,0.8,90.4191
A person peels shrimp.,The lady peeled the shrimp.,0.7,74.24385
A man is playing a guitar.,A man tries to read the paper.,0.16,20.72691
A man making a bed in a hotel.,A man is holding a animal.,0.16,12.24489
The dog pulled the dogs tail and then his leg.,A monkey pulled a dogs tail.,0.35,68.62477
A woman beats two eggs in a bowl.,A person is mixing ingredients in a bowl.,0.6,51.03128
A man is jumping rope outside.,A woman is slicing a cucumber.,0.0,-4.1637344
A person is slicing some onions.,A hamster is singing.,0.0,3.8168833
A woman holds a kangaroo.,A man in a hat sings a song.,0.0,1.6755283
Soccer players are kicking a soccer ball into the goal.,A soccer player scores a goal.,0.76,69.97623
A woman is cooking something.,A woman is pouring ingredients into a frying pan.,0.64,70.6732
A woman is swimming in the beach.,A woman splashes around in the ocean's waves.,0.64,53.72221
A man is carrying another man.,A man sprays another man with water from a hose.,0.16,42.568565
The woman is putting paste into a dish.,A woman is pulling some kind of sticky goo out of a bowl.,0.3,54.924816
A man is holding up and talking about a gray You Tube T-shirt.,A man is showing a t shirt.,0.55,59.489296
Someone pours olive oil into a bowl of tomato wedges.,The man poured oil on the tomato slices.,0.75,71.45714
A man is playing the guitar.,The man played his guitar with a friend.,0.64,60.33423
Someone is boiling okra in a pot.,Someone pours olive oil into a bowl of tomato wedges.,0.16,35.139362
A person is peeling a potato.,A cat is licking a small bottle.,0.0,6.9037957
A cat is jumping into a box.,A young man is talking to a leaf.,0.0,-5.9271574
The woman is seasoning the oil.,A woman is pouring ingredients in a bowl.,0.28,49.11141
A cat is sliding upside down under a couch.,A cat is crawling under a piece of furniture on it's back.,0.64,71.09359
A woman dances while a man plays the keyboard.,A woman is dancing on a stage.,0.44,42.186058
A chef is cleaning up a bowl of soup.,A man is wiping the edge of a bowl off.,0.51,49.903088
An explosion is booming in the desert.,A nuclear weapon explodes in a desert.,0.68,72.59294
A woman slices a lemon.,A man is talking into a microphone.,0.0,-2.5406055
An overweight man is skipping rope.,A young man is dancing.,0.16,25.163996
The lady cracked two raw eggs.,The woman is cracking eggs into a bowl.,0.64,75.70773
A man sharpens a pencil using a knife.,A woman is dancing in the rain.,0.0,-11.1893
Plastic toys are floating in water.,The ladies are performing a dance.,0.0,5.492091
The turtle followed the fish.,A sea turtle is hunting for fish.,0.6,72.15964
The woman is pencilling on eye shadow.,The girl is using an eye pencil on her eyelid.,0.56,66.35524
A man is tying his shoe.,A dog is riding on a bicyclists shoulders.,0.0,-16.626738
A woman is slicing meat with a knife.,A man is spreading out dough.,0.08,11.379248
A dog is running on the ground.,A girl is tapping her finger nails.,0.0,-1.15478
A man is petting a tied up dog.,A man is showing his dog to the camera.,0.2,50.109474
A woman is walking on an open ground with a pet dog as some other dogs follow them.,A man is walking with several dogs.,0.4,50.480534
A woman is mincing some garlic.,A person is cleaning a disk.,0.0,16.05075
Two teams are playing soccer.,Different sets of teams are playing football on a field.,0.5,60.5142
A rat like creature is smelling around.,An animal is walking on the ground.,0.4,27.741796
Two Sumo ringers are fighting each other.,A man rides a water toy in the water.,0.0,2.7640195
A man lays on the ground and aims a rifle.,A man is spreading butter on a tortilla.,0.0,17.370121
A couple are running towards the ocean.,"A man and and woman are running together, holding hands.",0.56,52.852596
A woman is chopping a hard egg.,A person is cutting  boiled egg into pieces.,0.71,73.162994
Two robots share a kiss.,A male and female robot are kissing.,0.76,80.872925
A cat is trying to touch a dog.,The cat teased the dog by touching his head.,0.65,66.2721
The rhino grazed on the grass.,A rhino is grazing in a field.,0.8,82.50004
The man drove his little red car around the traffic.,The dog ran in the water at the beach.,0.0,1.2130394
A man is cutting bread.,A man is doing tricks with a soccer ball.,0.2,24.077528
A cat rapidly swats a kid in the head.,A cat and a boy play together.,0.52,55.900246
A cat is playing in a box.,The dog is playing with the floor cleaner.,0.28,31.525648
The couple danced in the church.,A couple slow dances.,0.64,52.18365
A man is patting an alligator on the mouth.,A person is dumping chopped vegetables into a pot on the stove.,0.0,3.9108503
A person checks some rice pudding.,A horse is running.,0.0,4.62928
A woman is stirring two eggs in a glass bowl.,A young girl is singing on a stage.,0.0,5.8202224
The man is playing the drums.,A man pours cleaner in his sink.,0.0,19.252253
A man is slicing a pepper.,A person cuts a big green pepper apart.,0.76,67.55972
A woman is speaking in sign language.,A woman spices some seafood.,0.13,20.283634
A boy is crawling into a dog house.,A cat is playing on the floor.,0.0,24.565441
The girl flew her kite while she ran up a hill.,A girl loses her kite.,0.45,67.692635
A woman is placing food in a pot of hot water.,A woman is frying meat.,0.25,52.090584
A small monkey walks through water.,A monkey is wading across a marsh.,0.68,61.981773
A man is riding a bike.,A panda bear is eating.,0.0,-4.4114065
A young man is singing and playing the piano.,The man is writing a letter.,0.04,20.466814
A boy takes off his sunglasses.,A boy is screaming.,0.1,22.801098
A girl is playing a piano.,A boy is doing push ups.,0.0,7.6138096
The lady sliced a tomatoe.,Someone is cutting a tomato.,0.8,72.90009
